,text,trinary result
1867,"There are some idjits in the US who are willing to do the same...  And in Canada also, Stevie.  Our government was at ne time hooked on the multicult fad and were throwing around money with an abandon that a drunken socialist sailor would envy.  All that's mostly gone now (with the predictable cries of racism when the funds started to dry up) and i'm pleased about that, despite my own little cultural group being the recipient of some of their largesse.  I'm suspecting that although it's too late for Europe to do anything about their problems, quiet steps are being taken here to discourage immigration from a religious group prominent in the recent news.   While we can't tar everyone with the same brush (we are still liberal people after all!) i think it likely that messages written in code are being sent out to the customs people that should there be a close call between equally qualified applicants for residency, the successful applicant will not be a member of one of the world's major religious groups.   Why take chances that one of them isn't intent on comitting terrorist acts when we know there are other people who just want to live in peace and make better lives for themselves and their families?",-1
1868,you mean like eating and working and sleeping?,1
1869,"     I do not see this 'lone voice' as daring to do anything.  It's very difficult to quantify the 'savagery' in any meaningful sense.   It's true that in any community there are people who behave collectively and compassionately whilst there are those that do not. This is no great revelation in itself.  A society that fosters 'individualism', that favoured by the journalist, is less likely to produce acts of solidarity.  A society neglected in run down housing schemes whilst being bombarded with images of wealth is likely to produce a degree of anti-social behaviour.  A society that , when a major storm hits , is met with loaded guns to prevent 'looting', one that is criminalised for being poor, is likely to show inappropriate rage and anger. The extent of this, we really don't know.  These are basic points. But they are far from the mind of this journalist. The point of the article is to make right wing points on the back of suffering.  ",-1
1870,"  <blockquote class=""quoteFirst"">  <blockquote>  <blockquote>  <div class=""extraquotes"">  That if the fat guy has asked for the permission from the mufti of mosque. Thats my defination of tolarance. ",-1
1871,"No just dangerous. What happens if a lump flies off and slams into the moon destabilising it's orbit, causing tidal waves. Or worse still canons off the moon and hits the earth.  My God the americans are going to kill us all. George W was right, no need to worry about global warming we're all going to die soon.",-1
1872,"     And what about Holland, France, Germany, Sweden and Great Britain. Let THEIR Jews, Muslims and Christians live under one flag, one democracy and swear allegiance to their flags and national brethren.  Then we would be highlighting that 50-70% of prisoners in France are Muslims. We wouldn't need to make those distinctions because they would ALL be French Citizens. What would it matter what religion they come from when everyone is a French Patriot in a unified single mono-culture society.",-1
1873,"Mon, 24 Mar 2008 20:31 GMT, in reply to theforeverman4 in message 9      I do believe you've made a mistake.  In your message 7 you said:    But..... .....but  Do you know where the Knesset, the Israeli parliament, sits?  In Tel Aviv?  WRONG  The Knesset is in Jerusalem.    Jerusalem and NOT Tel Aviv is the capitol of Israel.    ",-1
1874,"Is that a valid reason to abandon the Iraqis to the tender mercies of al Qaeda?  If the allied troops pulled out, I fear Iraq would fall to islamofascism in a very short time.  The foreign Salafists are there entirely for the opportunity to have a pop at the Americans.  There's no doubt that if the new Shia rulers and Baathists don't make some agreements, there will be continued civil conflict.  However, although the American troops are keeping a lid on this violence, they can neither solve it nor stop it.",-1
1875,Very astute of you to recognise the potential for history repeating itself.,0
1876,"They are a civilised people the Iraqis, but now that GW Cretin has killed many tens of thousands of them for no reason, except his own stupidity, will the fly some planes into his medicine cabinet, where he keeps his anti stupidity tablets to finally make him so stupid that he can't find the door of his cell ??  Good Lord, seeme the younger of the three personalities has emerged there Ta Tonka ...no? Yes, to the ""funny farm ....ho ho he he....!""",-1
1877,"       I knew I did something wrong!  It is astonishing, isn't it?  Albert has, just on this thread within the past 20 minutes, been incredibly insulting to two people.  My comment has been removed, and his stand.  It's a weird, weird world.",-1
1878,     I'm aware that you're choosy - and you can afford to be my sweet.,1
1879,     My best guess is that the Martians will be taking-over teh UK before 'Jews' could be bothered.  What if Jews had bought Trafalgar square and erected a 100 foot Golden Calf? Or maybe bought Glasgow and turned it into a theme park?  ,-1
1880,"Shalom  Well I think that it is a fact that the book  depository was behind and to teh right of the motorcade and that JFKs head moved ""up and to the left"" there is not hollywoodisation of this simple fact, the simple logical explanation being that he was shot from front and to (his) right... i.e th grass knoll, where by coincidence 54 people witnessed hearing a close gunshot and seeing gun smoke, one of those being a police man... This is all documented evidence... So applying OccamÃ¸s razor here could only yield one possibility.  Also if your saying it is not logical that they could have put a couple of guy sinto the stratosphere for a couple of days, played a video on TV and then brought them back I donÃ¸t see how you can follow that it IS logical that they put a man on the moon in 1969 when computers were the size of a sportsfield the transistor radio was only just born and yet they havenÃ¸t done it since!  Hey I'll believe logic when I see some....     ",-1
1881,"        COMPREHENSION???  I actually said that what they do in their own time, out of school is THEIR BUSINESS. If they want to indulge in anti-semitism then that is THEIR business.  If its against the law then its the LAW'S BUSINESS!  You definitely missed that!",-1
1882,"or this. even as a muslim you must agree with this.   It is the killers and their supporters who need to learn understanding and tolerance, not their victims. ",-1
1883,"A unified position by the quartet is absolutely required to force peace.  We're tired of the circle of violence.  There must NOT be individual counry wavering like Chirac did with Iran (Chirac: ""it's ok if Iran has nukes.  Hey don't quote me on that!"").  ",-1
1884,"[quote]So, one has to ask, why did they go ahead and decide to put her forward for this award? It has been suggested that she received the award as some kind of morale boosting exercise. Well, I think it's rather insulting to previous holders of this bravery award to suggest that the bar has been lowered to accommodate this notion.[/quote]  Somebody already mentioned PR!  Beharry and his VC was another recipient whom people, in the services, questioned the reason why.  I guess all I'm saying is that in her case, many more servicemen have shown much more courage with much less recognition.  Insulting to previous holders? Yes perhaps, but the MOD today is much more aware of the media image that it projects, besides the MOD love to get a female on the front cover! :D",1
1885,"This is a general post script to hothousemat ,Puydedome , Astute Ann &amp; all selective humanists on this board .  Selective humanists are those people who will preach fire &amp; brimstone against any wrongdoing  ""The selective humanists , demand that the Jews should have different rules. I rest my case.""  Well, well, well. For someone who doesn't like racism and uneven-handed behaviour, Ben sure knows how to pigeonhole! I've explained myself previously in this thread. From what I wrote there, it is obvious that Ben's latest post doesn't apply to me and, therefore, I can only assume that Ben has either skimped in respect of reading it, or has a cognitive malfunction. In either case, his posts are so one-sided that they deserve nothing but contempt. Calling people ""racist"" when they're not is unacceptable behaviour in my book. So I'll treat his posts with the contempt that they deserve. ",-1
1886,"     You may know Albert from such classics as ""America to blame for the Ice age"", an American started the great fire of London"", a Californian killed Caesar"" or the much loved ""McDonaldâ€™s started the black death""",-1
1887,"       I think you have missed out a couple of noughts in the number of Israel's nukes.  So if Iran sent one to Israel, she could retaliate big time.  Firework night !",-1
1888,     It is rather amusing that Judaism has evolved to the extent there are Liberal and Progressive Jews who will break the laws of the Torah.  And we contrast that with Islam where some Muslims do seem to be stuck in the days of the beginnings of Islam and some wish to take us ALL back there.  Contrast that Judaism doesn't want to take ANYONE anywhere.,1
1889, its in the media and in conflict with everyone including itself.   ,-1
1890,"Sorry Tony  -  Its true! &lt;&lt;the 14 year old al Dura was dead&gt;&gt; and indeed he was, but that video at the time was a best-seller in Arab homes showing the boy 'alive and well' meaning that no Palestinian martyr dies but they go on living in Paradise which we all know Palestinians truly believe. Sadly enough it is not propaganda.",-1
1891,Just what does building French helicopters in Mexico have to do with healing the drug violence??    What is wrong with the British posters today?,-1
1892,To Parker and Solomon  -  //Madonna isn't Jewish!// .... she is Catholic but deeply involved into 'Kabbala'....visits Israel often and feels  'Jewishness' in her when she does.  Her Jewish name is 'Esther'..... after all when one comes to think of it Christianity was botn from Judaism.......,1
1893,"Well Sarah Palin - I mean Tina Fey - I mean Sarah Palin (who knows at this point) did unveil her ""Palin 2012!"" t-shirt on Saturday Night Live this past weekend.    ",1
1894,"<a href=""http://news.bbc.co.uk/1/hi/world/south_asia/4847100.stm"">news.bbc.co.uk/1/hi/...</a>  i thought waziristan was a funny name, how many more of these stans are there ?  and which one has the best name ?",1
1895,"ubergunner  There should and no doubt will be an OC investigation.  Not sure what the `cheat score' by country over the years is, but I guess the UK has its `fair; share of/em.  Cheat stats anybody?  J",-1
1896,"   I would agree with this but only up to a point and the article isn't clear about this:  Is it REALLY, as you say, ""muslim-only time""?  If so, I agree.  If, as the article MAY be implying, these times are accessible to women of any faith that wish to swim in these particular conditions, then I disagree with you that it's ""segregation by ethnicity"".  Does anyone actually know?  By the way, this just reminds me of a sad personal story:  Years ago my mother was on an Ulpan program rooming with a young Palestinian woman and they became close friends.  At that time my mother was a big swimmer and availed herself of the swimming pool on a daily basis for exercise and heat relief.  After a number of months, her friend asked if she could go with my Mom early one morning and have my Mom teach her how to swim.  They did this once and it resulted in verbal hostility from some Arab men who happened to witness it.  She wore a VERY conservative (by Western standards, of course) one piece swimsuit and was careful to remain fully covered up until the last possible moment when entering and exiting the pool.  A day later, the woman came to my Mom in tears because the word had gotten back to her family in the West Bank and they had phoned her threatening to remove her from the program if she did that again.  She went again -- this time even earlier to avoid being seen and even more careful with regard to modesty.  Her family made good on their threat and she was gone in a matter of days and my Mom was never able to contact her and to this day doesn't know whether she received any of her letters or not or what became of her.  I don't care what people wanna do with regard to modesty and dress, in theory:  But I do object to legal adults being denied the right to make their own decision on what they want to wear in places where it's acceptable for others to dress the same -- ie, if it's at a pool where swimsuits are accepted attire at that time.",-1
1897,"Nice one,Mondial",1
1898,"Axegrinder, you seem to be trying to make a point here somewhere but i fail to see what it is.   I think it should be clear that we were discussing Europe and the left, not Australia and the Right, or wherever.   I'm assuming that because you can't seem to get the point, or understand what's in front of you, that you could only be a Eurolefty. Am i right?",-1
1899,"Hitler, by the way, did this same thing in his time. Because of terrorists"" he needed some new special powers"".  So you feel that the United States is on the road to a dictatorship and National Socialism, do you Gagarin?  I don't see those fears being expressed in the US at all, apart from those with easily excited imaginations.  What do you think should happen to potential terrorists? And what makes you believe there is no definition for terrorism?",-1
1900,"Conny and some others on this board are anti-religious absolutists.  Well, I am a scientist and I am trained to listen to arguments which are backed up by evidence.  There is none for ID. Just faith.  Well, that belongs into religious education.  Everything we know argues for evolution, and what we don't know we will soon find out.  And no, you don't have the right to impose igorance on your child. You can send your child to schools that offer religous education, but you should not have a say what is being taught in science classes.   ",-1
1901,You didn't answer my question you side stepped it. What would France do? I can not immagine it would sit back and say Ok we will wait for more bombs and more of our troops captured on our lands.  If we could not or did not deal with the BNP then France would act.   ,-1
1902,"  Actually, it's rather alarming that people actually believe this sort of guff.",-1
1903,"     Oh you ARE a swinger both ways.  First its ""Jews have no rights to be in Israel"" - now its ""Jews need to be in Israel to fulfill the Messiah Prophecy (that Muslims don't accept""  Talk about being desperate for a cause.",-1
1904,    Jerusalem  belongs to the Jewish people.   It's the center of our universe. But  nobody  says that Jerusalem  has no place for anyone else. ,0
1905," The point is that it wasn't just Jewish immigration that occured but massive arab immigration aswell """"  And where exactly did I deny the fact that there was Arab immigration? I know there was BOTH Arab and Jewish immigration, but the Jewish immigration far outnumbered the number of Arabs who were coming into the region, because unlike the Jews there was a good number of Arab's who fled the region as well.  """" This myth about 'palestinians' having lived in the land for 1000s of years is simply that, a myth """"  Obviously you're completely ignoring everything I have said thus far. The point here is there have ALWAYS been Muslim's in that region for the past 1000 years that have outnumbered the Jews. Therefore, the current Palestinian's have had far more ancestors living over the past millenia then the number of Israeli ancestors, since most of them are all immigrants and therefore have no traceable family history in the region before the 20th century.  """" Is there a library near you? Go and read 'From Time Immemorial' by Joan Peters """"  LOL, this alone explains why you have such a one sided and narrow minded view on this. The fact that you rely on a book which is engineered towards promoting a tired old excuse which has been debated to death does you no favours whatsoever.",-1
1906,"     This site should fill you in IronNaz.  <a href=""http://www.skepticsannotatedbible.com/sex/long.htm"">www.skepticsannotate...</a>",-1
1907,"There is little room for becoming "" homosexual after birth. People are indeed born that way, but it is not known what the reason is why they are what they are. OK?""  Hi Conny, Zabak, others  Lets not pretend that Rahman's paper settles the issue.  I think the current understanding is that sexual orientation does not fall neatly into discrete categories, but rather places a person on a continuum ranging from enitrely attracted to the same sex or entirely attracted to the opposite sex. Whatever genetic influence there is on sexual orientation then, it is not 'either or'.  Beyond that cultural factors do seem to push peoples orientation this way or that. Its worth noting that absolute sexual categories did not/do not exist in some cultures. (Ancient Greece)  It is a little smililar to whether people are left/right handed oddly enough. It is estimated that hereditary factors account for just 32 percent of variability in handedness, but that doesnt account for 90% of people being right handed. A cultural bias towards right handedness accounts for that more effectively.  People can and do change their sexual orientation in the course of their lives. 'Gay' people go 'straight', 'straight' people go 'gay'.  the importance of cultural factors in determining sexual orientation should be acknowleged. Self actualisation is an important factor in personal happiness (and therefore, social cohesion). People must not be brought up to think that they are (or must be) exactly one way or another.  Here is a decent paper on it:  <a href=""http://cat.inist.fr/?aModele=afficheN&amp;cpsidt=15176896"">cat.inist.fr/?aModel...</a>  Note that my concern is that people should be able to freely discover their position on a continuum rather than to ""cure"" a natural/social orientation. The field of study is frought with political issues obviously, that should not clould investigation. As scientists we want to just know what is going on, not determine what should go on.",1
1908,"A 6.3 magnitude earthquake hit Sumatra, killing at least 70 people.  No risk of a tsunami since the epic center was on land rather than beneath the ocean.   Living in an earthquake-prone area, I can sympathize with those who experienced the quake.  My thoughts are with the families of the victims killed in the quake.",-1
1909,If the Iraqis vote no on the constitution which is a distinct possibility according to latest estimates that will delay things in Iraq for at least a year. That wasn't part of the plan for sure. ,-1
1910,the hammers are doing nicely - Teddy's a legend - you need to put toilets in the tube though - I'm always desperate by the time I get out East.,-1
1911,"If in fact there was no snow storm today, no closure of the schools.  Then, according to the time stamp, EBT started this thread and contributed to it, during school hours.  Thus, he either used his break times to post, or used the PPA (planning, preperation and assesement) Time alloted to him by the school administators to prepare lessons and assess the needs of his students, to make these message board postings.  EBT has said in the past that he uses his PPA time to make postings on these boards.  Personally, if I were a teacher, I would use my PPA time to actually plan and prepare my lessons and to assess the progress of my students.    Not post on message boards.  But that is just me.  Either way, it does not affect my children.  But I leave it to the fine people of the UK to decide if they think that EBTs message board postings are the best use of a teachers time during school hours.  ",1
1912,"     Next posting would be the universe just happened from nuttin. I was only kidding, dubya.",0
1913,     What had Iraq to do with 9/11?,0
1914,    Watchout for those angry swimming polar bears.,-1
1915,"In the name of Allah, the merciful, the compassionate. To whom it may concern: I am writing this letter to inform you of my reasons for premeditating and attempting to murder citizens and residents of the United States of America on Friday, March 3, 2006 in the city of Chapel Hill, North Carolina by running them over with my automobile and stabbing them with a knife if the opportunities are presented to me by Allah.  Before he drove a rented SUV onto the campus of the University of North Carolina and tried to run down and kill as many people as he could on March 3, Mohammed Reza Taheri-Azar left a letter of explanation in his apartment  <a href=""http://www.aina.org/news/20060329102908.htm"">www.aina.org/news/20...</a>",-1
1916,"schools, cars, busses, churches, stores and many other buildings.  They have also been responsible for civilian deaths with their use of inceindary devices and violence they are ruining life for ordinary people and they are trying to tear apart the French nation.  These riots are going on all around the country, there have been some riots in Belgiium, Germany and in Denmark .. first step to a european caliphite    ",-1
1917,     It seems to me the world is doing exactly the opposite of moving away form the dark ages. We are in the middle of a religious war right mow.,-1
1918,"Have a good Christmas, yourself Yossarian.",1
1919,"Thanks for the info, Dagnarius.  I admit I don't have full chapter and verse on North Korea's military strength.    How does North Korea earn its keep?  I know the general population is saved from starvation only through foreign aid.  Also that all the resources they have goes into the military.    Couldn't the country be blockaded?",-1
1920,So you are happy to be offensive?,-1
1921,"Personally, or are you really refering to their nations? I'm talking about personal peace - peace of mind, or whatever you want to call it.<blockquote class=""quoteFirst"">  <blockquote>O ye of no knowledge.<blockquote>  <div class=""extraquotes2"">Anyway. This is a day of celebration; Christ is risen, and we have conquered death. Peace comes to those who know the Lord.",-1
1922,"Maybe this will help explain why Americans are being so 'unfair' to him:   ""Moussaoui also testified he would continue to try to kill Americans, even if locked up in a maximum-security prison.  ""Anytime, anywhere,"" he said.""  <a href=""http://www.timesdispatch.com/servlet/Satellite?pagename=RTD/MGArticle/RTD_BasicArticle&amp;c=MGArticle&amp;cid=1137835364172"">www.timesdispatch.co...</a>   do you need more? there are hundreds of articles  ",-1
1923,"  <blockquote class=""quoteFirst"">  <blockquote>  <blockquote>  <div class=""extraquotes"">fair enough. I concede it's an assumption, but I defy you to assume otherwise. It stands to reason in two ways IMO; first- Israel has shown itself happy enough to prevent it's enemies from going nuclear with Iraq, so what has kept it from doing the same to Iran?  Second, no one seems to know how close Iran is to nuclear. ",-1
1924,"I see that the BBC has compiled a list of who they feel are the ""Ultimate Icons"" of the last 40 years and asking the public to vote on their favorites from this list.   <a href=""http://www.bbc.co.uk/radio2/events/40thbirthday/ultimateicon.shtml"">www.bbc.co.uk/radio2...</a>  Apparently the beeb feels that - Lara Croft - a fictional charecter from a video game is one of the ""people"" that most reflects the last 40 years of history?  I see the list includes David Cassidy, Donny Osmond and Morrisey.  I guess one man's ""icon"" that best represents the last 40 years is anothers bubble gume pop star.    ",1
1925,     YEEESSSSSSSS!!!!!  ,1
1926,"&lt;G-d chose certain people because of their blood not their religon...its the duty of the chosen ones to keep their blood pure. Hybrids cannot acheive the status of chosen ones...they are hybrids...There is nothing racist about it...Its just a will of G-d...some He makes chosen, others hybrids...&gt;  How come you talk about ""the will of God (Allah)"" but deny Israel when it was given to the Children of Israel by Allah in the Koran?  One can only conclude you aren't a Muslim because you defy Allah's will.",-1
1927,"For a cowardly five time draft dodger that's pretty good shooting.You have to admire his bravery  in this instance though, shooting all those vicious,bomb carrying ducks threatening the USA.What a guy,that's what you call a patriot.   ",-1
1928,"why would anyone complain? they only complain if they can somehow put the blame on Israel.  Of course, that was my point.  I was trying to be subtly sarcastic!    ",-1
1929,witnesses say it was a suicide bomber - islamist fanatics love to blame the west so just give them what they love to feed on,-1
1930,"Is it me, or is the title of this thread really distasteful?  They're dead Albert.  Perhaps at this point you could reign in your noxious bigotry?",-1
1931,"Again I am amazed at how words have been twisted.    In Israel arabs are around 20% of the population. Netanyahu himself suggested that if it rises above this there is a ""demographic threat""  <a href=""http://www.haaretz.com/hasen/pages/ShArt.jhtml?itemNo=373225"">www.haaretz.com/hase...</a>  In the west bank it is overwhelmingly arab so on that notion it is hard to see the current system working if arabs are given full rights like Israeli citizens are in Israel in a future 1 Israeli state incorporation the west bank and Gaza. He has also playing down the 2 state solution so I'm wondering what his plan would be to give arab future rights in the west bank under Israeli control indeed if that what they intend and not keep up this apartheid system there. ",-1
1932,If Americans will not speak out for those innocents who are massacred in colleges and malls on a regular basis in their won country - then it is the right of decent people around the world to criticise.&gt;&gt;&gt;&gt;  By what criteria do you assert that Americans don't speak out for the victims of that shooting? What an odd comment to make. ,-1
1933,scheherazade  Did you really mean to post a thread that shows Israel in a good light?&lt;&lt;&lt;  That is true.But I was expecting to see Israel in a better position.   I believe that the Palestinian Fatah should be number one in corruption.  Do you agree?,-1
1934,"i know you are keen to deflect from the current issue and the post i have made.   the truth?   i dont think you are able to recognise the truth. if you have a need to discuss darfur and the sudan, withref to the uk/usa involvement in that country, in creating a civil war (oil related) then feel free to start a new thread.",-1
1935,"meta etc  So why did this incident create one of the biggest news stories this week and is the leading thread by number of posts?  Was/is the `symbolism' so deep?  Serious stuff apart the pub jokes are still coming re eg :  ` Does Bush now have `sole'?  ` Is the shoe on the other foot'  ` Iraq/Arabs world wide put the boot in'  ` Dead duck Bush ducks'  ` Joke Bush jokes over the size of shoe thrown - but what is the global symbolic size'  OK that's trite stuff but the effects of Bush's war on Iraq will continue long after he is gone and only time will tell whether is was worth bombing a country, killing so many innocent people and destroying a country's infrastucture, to despose SH and rid his country of WMD's and their threat to the USA.  Lest you forget.  J",-1
1936,"  Two intresting things have happened quitely in science of late..first, Sceintist have taken a seed, dated over 1000 years, and created a plant from its dna..cool eh?..Also, they have drained the blood from 'dogs', frozen them..replaced that blood, and restarted them..brought them back to life..",1
1937,"And I should trust them? No one knows everything. ------------------------------------------------ I know everything...But do I want to enlighten your mind? Nope...I was not encourged to passively receive information and I dont like others to lazily accept information without any proof on the bases of false evidence...Otherwise I would be a westerner and believed in the stories told by your leaders, retold by your media and had actually believed that iraq had wmd or the stuff you are told everyday.",-1
1938,"     That our perception is groomed by the media, wether we think it is or not. For me the mainstream media is guilty of many far reaching crimes. ""Perception crimes"", which in my book are no less important than war crimes themselves.",-1
1939,What concessions were these?   ,0
1940,"I fervently hope that Arnie doesn't succeed.  I see no reason why gays should not have the same rights as straight people.  However, I don't really think that Muslims are in a position to lecture, wendymann.  Nor Britons.  The soon-to-be ""civil partnerships"" are not equal to the marriage that at least some US gays can enjoy.",1
1941,"My mum had a book of reproductions of Persian miniatures years ago and the paintings were gorgeous.  But Mohammed was always shown without a face.  I think a couple of the pictures you've linked to are the same, although not all.  Such a shame that the visual arts are so restricted in the Islamic world.  If you aren't into calligraphy or ceramics you've pretty much had it.",-1
1942,"&gt;&gt;The UN was weakened by the US undermining it and invading Iraq whilst the UN protested, hang on - we're on top of this. Like the traffic warden performing a citizen's arrest on a drunk-driver in the middle of questioning by specialist traffic police. &lt;&lt;  thats bull.  The UN was weak before, the UN will continue to be weak, the UN would still be weak if the US didn't undermine it.    The US undermining it changed nothing with the UN.  The corruption and do nothing UN caused its own demise.  Of course I'm not surprised, a democratic institution membered by non-democratic states doesn't make sense.  &gt;&gt;Any time the US elects to whole-heartedly support the UN (instead of sending haters to sit on it's Assembly), I am confident the UN's credence will be restored.&lt;&lt;  translation, the US does the work again, the UN continues to do nothing. ",-1
1943,"do not call me a jihadist, just because my opinion differes from yours.  the context is important because it brings a perspective to the reality and not some scaremongering by the knucklescrapers who believe all of the hype.     ",0
1944,      Anyone get the feeling that Dez wants a 'fight'?,-1
1945,"i think as political statements they are as valid as the danish cartoons.  if the danish cartoons are a matter of freespeech then so are these.  there is of course an important point to be made, that is the holocaust should be open to debate, it should be open to scrutiny since truth and an accurate account can be more valuable than an account that is denied access and may lead to prison.  if the koran should be open to critical analysis as most zionists insist, then why not the holocaust?",-1
1946,"   Nothing happened to it except that the Lebanese have decided not to exercise that right. This is, as I said before, because they would happily see the end of Hezbollah and can then hopefully rekindle the fire of economic growth and success and business acumen taht is inherrent in the character of every Lebanese person I have ever met.",1
1947,"Each groups has its fanatics, don't tar all Muslims with the same brush!  I don't tar all Moslems with the same brush.  What Moslems are failing to understand though, is that what is haram for them, does not extend to non-believers.  Non of us are obliged to follow each others religion (not in the UK anyway), but we are all bound by the law.  I'm not obliged to follow the rule of not making images of the phrophet, any more than I am the rule of going to confession, or not answering the phone on a Saturday.  You just tarred all Muslims with the same brush by not using the words ""some"" Muslims. And you didn't answer the question about the football match!!! Perhaps you would like retry??  ",-1
1948,I give up.  They say you cant make sense out of nonsense. You prove that.     ,-1
1949,     Red  'Lily-white' Italians   trashed   Ghana and France.  ,-1
1950,"message 221 re-written     I think you just make it up as you go along. Any economic system gives rise to  a state that will uphold its interests. Are you saying that the US armed forces  are not defending US capitalist interests?     Of course I disagree. This is a Nazi trying to recruit people. Today, the Nazis  will tailor language to gain populist support. It's no use just giving a quote  without allowing for context.  BTW Hitler was vehemently anti-Marxist by 1921 and his activity reflected that  undeniably.  ",-1
1951,"   I think you're being hypocritical, John.  You attempt to dismiss any and all disagreement with your representation by pre-empting a few potential counterpoints and denoting them ""go[ing] round in escalating circles"", thereby showing no willingness whatsoever to hear differing viewpoints as you prematurely belittle them with your ""again if you wish"".  But that's PRECISELY what you're doing...  going round in circles!  Or at least that's how it appears to me in the absense of any apparent desire to go anywhere else...  Israel have said that they were within their rights under the ceasefire to engage in this action (and, according to the first link [IHT] that comes up from your google link, made this clear before the action):  Okay, this is something you think was a mistake and perhaps you and certainly others might disagree and believe it's more than just a bad PR decision but an actual violation...  But the main point you're missing is that the ceasefire violation by Hezbollah that Israel is claiming it was responding to has NOT been used by Israel as an excuse to abandon the ceasefire further than this action (or, presumably and reportedly, any others like it), from your beeb link:  ~ ~ ""Israel...insisted the truce held."" ~ ~  So where are you going?  Let's even say we agree that it was a PR mistake...  What happens next?  IS it an excuse for Hezbollah to announce a complete disconnection from the ceasefire?  IS it an excuse for the Lebanese government to renege?  Surely that gets it all back to where you suggest you don't want it -- going round in circles -- right?  Or is there something you haven't yet offered that would explain this apparent contradiction?  The BBC article you link to inadvertently touches on this further in parallel to this point and I think it's key to the conflict and, unfortunately, in much of the discussion going on it's being avoided:  ~ ~ ""The BBC's Nick Childs in Beirut correspondent says the UN's main concern is that the incident both highlights the urgent need for UN reinforcements and will put off potential troop contributors, because it projects an image of insecurity."" ~ ~  An ""image of insecurity""?  It didn't have that before?  So ""the UN's main concern"" is that any troops it might send will be aware of what's going on?  Is that a sneaked snippet of the planned 'rules of engagement'... know as little as possible about the conflict and make sure any and all troops are given a false sense of security just to ensure that they will, once again, be nothing more than sitting ducks in the line of fire?  And these parallels emanate from the same underlying point illustrated above and again as we see from the Lebanese Defense Minister (also from the beeb article):  ~ ~ ""He said any rocket fired from Lebanese territory would be considered collaboration with Israel to provide a pretext for it to strike. ... ...[he] said that if the UN failed to give ""clear answers"" in response to the raid he ""might be forced to ask the cabinet early next week to halt the army deployment in the south""."" ~ ~  So there we are:  That's the only result I can see of a discussion criticizing Israel for this 'PR disaster'...  Excuse for Hezbollah, excuse for Siniora and excuse for the UN.  Of course it warrants addressing but it's your purpose that will define how it's addressed and your address which will expose your purpose and, at the moment, it appears to be a desire to go round in circles and add your weight to the 'PR disaster'.",-1
1952,"  <blockquote class=""quoteFirst"">  <blockquote>  <blockquote>  <div class=""extraquotes2"">forgot to add the Jewish evil laugh....   MWAAAAAAAAHAHAHAHAHAHAHAAAAAAAAA",-1
1953,"     Eh?  That's lie. Typical of the right wing. Lie. I never, ever, said that - produce the posting! Or apologise.  This case cannot be decontextualised from the Institutional implementaion of the Death Penalty.  ",1
1954,"mrjingles  -  Right you are //Not everyone who attacks Israel is Anti-semitic.A good number are simply ignorant//.... yes, like those poor Arabs who have received the wrong kind of education... all upside down inside out, as for instance the 'land of Israel' is on Islamic  soil ......!The imams, mullahs, teachers are the ones  to blame... not the poor innocent arab children who under their guidance finally resort to suicide......!",-1
1955,What myths did they debunked?  Is that true seven out of ten people are happier with snow cones.  I bet none of them were studying enviromental science.   ,1
1956,     But probably more corruption than in China .,-1
1957,"Got any photos to confirm that apparent"" statement?""  You can see the settlement on Google Earth. Now if that is the actual reason for the different color roofs, I don't know.",0
1958,"//A very valid comment on a thread opened by one of our resident PRO-Israel spinmeisters//  It kind of reminds me of the type of football fan who never seems to see players on his team foul or cheat but never fails to spot an opposition player doing the same thing.  This could be easily resolved if the pro-Israeli and Pro-Palestinian posters agreed to keep their own pet trolls under control, but of course this won't ever happen, party line and all that. ",-1
1959,"We know how it works, speed.  And why .",0
1960,"&lt;&lt;but the situation is quite different here.&gt;&gt;  That's not my experience, nor the experience of my friends who live in the US. Stop pretending that North America is some sort of utopia where all ""people"" are decent, well educated, kindly sorts. Its a crass and childish deceit.  &lt;&lt;only its process and administration.&gt;&gt;  More sophistry. The process/administration is inextricably tied to the penalty. The penalty is imposed on the basis of an administrative (albeit judicial) basis. There is no such thing as absolute truth before the law, Granht, only what you can prove. And sometimes that leads to a miscarriage of justice. If you can't guarantee the protection of the innocent man, then the penalty is unconscionable.  &lt;&lt;because some are just to happy in prison,&gt;&gt;  Lol. Well, that's an issue of ""process and administration"" isn't it Grant?   &lt;&lt;All punishment is a deterrent&gt;&gt;  But there are deterrents that seem to have equal effect but don't indulge barabism.   &lt;&lt;person responsible will not murder again.&gt;&gt;  So again, put them away for life. That protects the public.  &lt;&lt;What's hypocritical about that?&gt;&gt;  What's hypocritical in a ""Chrsitian"" nation maintaining a death penalty? I presume you understand the basic tenets of the religion, Grant?  Pax",-1
1961,      The war crimes are the easy part - the civilians who died directly due to the Iraq war. The afghan war cant be included because it was an international effort.  Who? That would require an analysis of who exactly made the decision and the overall chain of command. But if you want me to blurt out the standard bush/cheney answer - well...sorry to disappoint.,-1
1962,Why only 'Australian Beef' that is being so criticised..... ? What about the 'Arab/Muslim Beef' that we see on their BELLY DANCERS....?,-1
1963,     The majority of palestinians support terrorism so are equally guilty. This barrier is a responce to the barbaric society that the palestinians have created.,-1
1964,"Might Mrs pipe be zebrasviewpoint and junior pipe be EBT along with their cousin, Mr Wragg?  Surely such a dysfunctional and dim family would go a long way in explaining the deluge of posts with one agenda we're seeing on these boards.  ",-1
