11911,```diff,0
11912,@@           Coverage Diff           @@,0
11913,##           master   #16468   +/-   ##,0
11914,=======================================,0
11915,  Coverage   76.63%   76.64%           ,0
11916,=======================================,0
11917,  Files        1002     1002           ,0
11918,  Lines       53637    53647   +10     ,0
11919,  Branches     6853     6857    +4     ,0
11920,=======================================,0
11921,+ Hits        41104    41116   +12     ,0
11922,+ Misses      12294    12292    -2     ,0
11923,  Partials      239      239           ,0
11924,```,0
11925,| Flag | Coverage Δ | |,0
11926,|---|---|---|,0
11927,| javascript | `70.83% <100.00%> (+0.01%)` | :arrow_up: |,0
11928,Flags with carried forward coverage won't be shown. [Click here](https://docs.codecov.io/docs/carryforward-flags?utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#carryforward-flags-in-the-pull-request-comment) to find out more.,0
11929,| [Impacted Files](https://codecov.io/gh/apache/superset/pull/16468?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation) | Coverage Δ | |,0
11930,|---|---|---|,0
11931,| [...hboard/components/nativeFilters/FilterBar/utils.ts](https://codecov.io/gh/apache/superset/pull/16468/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL2Rhc2hib2FyZC9jb21wb25lbnRzL25hdGl2ZUZpbHRlcnMvRmlsdGVyQmFyL3V0aWxzLnRz) | `75.00% <100.00%> (ø)` | |,0
11932,| [superset-frontend/src/filters/utils.ts](https://codecov.io/gh/apache/superset/pull/16468/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL2ZpbHRlcnMvdXRpbHMudHM=) | `85.18% <0.00%> (-8.15%)` | :arrow_down: |,1
11933,| [...ontrols/DndColumnSelectControl/DndMetricSelect.tsx](https://codecov.io/gh/apache/superset/pull/16468/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL2V4cGxvcmUvY29tcG9uZW50cy9jb250cm9scy9EbmRDb2x1bW5TZWxlY3RDb250cm9sL0RuZE1ldHJpY1NlbGVjdC50c3g=) | `40.88% <0.00%> (-0.53%)` | :arrow_down: |,1
11934,| [...c/filters/components/Select/SelectFilterPlugin.tsx](https://codecov.io/gh/apache/superset/pull/16468/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL2ZpbHRlcnMvY29tcG9uZW50cy9TZWxlY3QvU2VsZWN0RmlsdGVyUGx1Z2luLnRzeA==) | `80.89% <0.00%> (-0.22%)` | :arrow_down: |,0
11935,| [superset-frontend/src/views/CRUD/types.ts](https://codecov.io/gh/apache/superset/pull/16468/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL3ZpZXdzL0NSVUQvdHlwZXMudHM=) | `100.00% <0.00%> (ø)` | |,1
11936,| [superset-frontend/src/components/Select/Select.tsx](https://codecov.io/gh/apache/superset/pull/16468/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL2NvbXBvbmVudHMvU2VsZWN0L1NlbGVjdC50c3g=) | `76.57% <0.00%> (ø)` | |,1
11937,| [...perset-frontend/src/explore/components/Control.tsx](https://codecov.io/gh/apache/superset/pull/16468/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL2V4cGxvcmUvY29tcG9uZW50cy9Db250cm9sLnRzeA==) | `76.47% <0.00%> (ø)` | |,0
11938,| [...d/src/explore/components/DatasourcePanel/index.tsx](https://codecov.io/gh/apache/superset/pull/16468/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL2V4cGxvcmUvY29tcG9uZW50cy9EYXRhc291cmNlUGFuZWwvaW5kZXgudHN4) | `73.95% <0.00%> (ø)` | |,0
11939,| [...controls/DndColumnSelectControl/DndSelectLabel.tsx](https://codecov.io/gh/apache/superset/pull/16468/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL2V4cGxvcmUvY29tcG9uZW50cy9jb250cm9scy9EbmRDb2x1bW5TZWxlY3RDb250cm9sL0RuZFNlbGVjdExhYmVsLnRzeA==) | `77.27% <0.00%> (ø)` | |,0
11940,| [...ontrols/DndColumnSelectControl/DndColumnSelect.tsx](https://codecov.io/gh/apache/superset/pull/16468/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL2V4cGxvcmUvY29tcG9uZW50cy9jb250cm9scy9EbmRDb2x1bW5TZWxlY3RDb250cm9sL0RuZENvbHVtblNlbGVjdC50c3g=) | `47.56% <0.00%> (ø)` | |,1
11941,| ... and [1 more](https://codecov.io/gh/apache/superset/pull/16468/diff?src=pr&el=tree-more&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation) | |,0
11942,------,0
11943,[Continue to review full report at Codecov](https://codecov.io/gh/apache/superset/pull/16468?src=pr&el=continue&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation).,0
11944,> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta?utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation),0
11945,"> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`",0
11946,> Powered by [Codecov](https://codecov.io/gh/apache/superset/pull/16468?src=pr&el=footer&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation). Last update [18be181...c2bd792](https://codecov.io/gh/apache/superset/pull/16468?src=pr&el=lastupdated&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments?utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation).,0
11947,ISSUE_INFO,0
11948,superset,0
11949,v1.3,0
11950,16479,0
11951,cooley-pe,0
11952,2021-08-27T04:17:51Z,0
11953,2021-09-06T12:04:11Z,0
11954,not_pull_request,0
11955,"#bug,v1.3,",-1
11956,BEGIN_ISSUE,0
11957,The `sync columns from source` button in the chart data source editor fails.,-1
11958,### Expected results,0
11959,"When I click the `sync column` button, superset will update the columns available in the chart per the data source.",-1
11960,### Actual results,0
11961,I get an error and the column that was added to the datasource isn't available.,-1
11962,#### Screenshots,0
11963,![Screen Shot 2021-08-26 at 9 04 54 PM](https://user-images.githubusercontent.com/64038793/131070293-2aba14da-4d4b-46f8-8d23-cdffa31eed02.png),0
11964,"<img width=""346"" alt=""Screen Shot 2021-08-26 at 9 16 50 PM"" src=""https://user-images.githubusercontent.com/64038793/131070987-82b84b9d-1dfe-4ee5-9b6b-39cb6f95998f.png"">",0
11965,#### How to reproduce the bug,-1
11966,1. Run a query in sqllab only selecting a subset of columns.,0
11967,2. Click `Explore` to make a chart.,0
11968,3. Click on `Edit datasource`,0
11969,4. Add a column to the datasource,0
11970,5. Click save,1
11971,6. Click on `Edit datasource`,0
11972,7. Click on the `Columns` tab.,0
11973,8. Click `sync columns from source`,-1
11974,### Environment,0
11975,(please complete the following information):,-1
11976,- superset version: `1.3`,0
11977,- python version: `3.8.9`,0
11978,#NAME?,0
11979,- any feature flags active: ,0
11980,  - ENABLE_TEMPLATE_PROCESSING,0
11981,  - ALERT_REPORTS,0
11982,  - DASHBOARD_CROSS_FILTERS,0
11983,  - DASHBOARD_NATIVE_FILTERS,0
11984,### Checklist,0
11985,Make sure to follow these steps before submitting your issue - thank you!,1
11986,- [x] I have checked the superset logs for python stacktraces and included it here as text if there are any.,1
11987,- [x] I have reproduced the issue with at least the latest released version of superset.,1
11988,- [x] I have checked the issue tracker for the same issue and I haven't found one similar.,1
11989,COMMENT_INFO,0
11990,villebro,0
11991,2021-08-27T04:17:51Z,0
11992,BEGIN_COMMENT,0
11993,Thanks for reporting - I was able to reproduce on 1.3,1
11994,COMMENT_INFO,0
11995,villebro,0
11996,2021-08-27T04:17:51Z,0
11997,BEGIN_COMMENT,0
11998,I have flagged the fix PRs for 1.3.1 (I will start working on rc1 this weekend).,0
11999,COMMENT_INFO,0
12000,heoun,0
12001,2021-08-27T04:17:51Z,0
12002,BEGIN_COMMENT,0
12003,@villebro  - Heads up this is the error I get on my end when I try to sync. Might help narrow it down.,-1
12004,[Picture of the Error](https://imgur.com/a/84GC8JB),0
12005,COMMENT_INFO,0
12006,villebro,0
12007,2021-08-27T04:17:51Z,0
12008,BEGIN_COMMENT,0
12009,"As a temporary workaround, you can rename the dataset to something without slashes (`/`), after which it should work ok",-1
12010,COMMENT_INFO,0
12011,heoun,0
12012,2021-08-27T04:17:51Z,0
12013,BEGIN_COMMENT,0
12014,My datasets don't have any slashes. Don't believe that is the issue here,-1
12015,COMMENT_INFO,0
12016,villebro,0
12017,2021-08-27T04:17:51Z,0
12018,BEGIN_COMMENT,0
12019,In that case please post more context on your problem so we can assess ehat the problem is (the problem in this issue has already been resolved),-1
12020,COMMENT_INFO,0
12021,cooley-pe,0
12022,2021-08-27T04:17:51Z,0
12023,BEGIN_COMMENT,0
12024,@villebro I can confirm that the workaround seems to have fixed the issue on my end.,0
12025,COMMENT_INFO,0
12026,heoun,0
12027,2021-08-27T04:17:51Z,0
12028,BEGIN_COMMENT,0
12029,@villebro - so potentially did some digging and it seems that my schema was not set when setting datasets through queries. Could be a bug from that end as well thats flowing into sync columns? Are there any workarounds to get charts to sync without having to recreate the dataset + charts from scratch?,-1
12030,COMMENT_INFO,0
12031,villebro,0
12032,2021-08-27T04:17:51Z,0
12033,BEGIN_COMMENT,0
12034,@heoun if you need to change the schema you should be able to do it in the save chart editor modal. If this doesn't work please open a new ticket with detailed reproduction steps. Closing this ticket as this bug is fixed on the forthcoming version 1.3.1.,-1
12035,ISSUE_INFO,0
12036,superset,0
12037,v1.3,0
12038,16482,0
12039,zhaoyongjie,0
12040,2021-08-27T10:00:18Z,0
12041,2021-09-01T05:52:10Z,0
12042,pull_request,0
12043,"size/XS,v1.3,",0
12044,BEGIN_ISSUE,0
12045,### SUMMARY,0
12046,"<!--- Describe the change below, including rationale and design decisions -->",0
12047,### BEFORE/AFTER SCREENSHOTS OR ANIMATED GIF,0
12048,<!--- Skip this if not applicable -->,0
12049,closes: https://github.com/apache/superset/issues/16458,0
12050,"Currently, OptionSelector.getValues() can return `string array`, `string` and `undefined`, the `OptionSelector.has()` method determine if it contains by `includes(value)`. If it encounter the string case, it is clearly a faulty logic.",-1
12051,#### After,0
12052,https://user-images.githubusercontent.com/2016594/131109770-2877692f-afa9-4e5a-b560-d4e108b3bd45.mov,0
12053,#### Before,0
12054,https://user-images.githubusercontent.com/2016594/131110102-8bf93f0c-a19c-4157-b9cc-55c6fbebac8c.mov,0
12055,### TESTING INSTRUCTIONS,0
12056,<!--- Required! What steps can be taken to manually verify the changes? -->,1
12057,### ADDITIONAL INFORMATION,0
12058,"<!--- Check any relevant boxes with ""x"" -->",1
12059,"<!--- HINT: Include ""Fixes #nnn"" if you are fixing an existing issue -->",1
12060,- [x] Has associated issue: https://github.com/apache/superset/issues/16458,1
12061,- [ ] Required feature flags:,0
12062,- [ ] Changes UI,0
12063,- [ ] Includes DB Migration (follow approval process in [SIP-59](https://github.com/apache/superset/issues/13351)),0
12064,"  - [ ] Migration is atomic, supports rollback & is backwards-compatible",1
12065,  - [ ] Confirm DB migration upgrade and downgrade tested,0
12066,  - [ ] Runtime estimates and downtime expectations provided,0
12067,- [ ] Introduces new feature or API,0
12068,- [ ] Removes existing feature or API,0
12069,COMMENT_INFO,0
12070,codecov[bot],0
12071,2021-08-27T10:00:18Z,0
12072,BEGIN_COMMENT,0
12073,# [Codecov](https://codecov.io/gh/apache/superset/pull/16482?src=pr&el=h1&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation) Report,0
12074,> Merging [#16482](https://codecov.io/gh/apache/superset/pull/16482?src=pr&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation) (390b7ab) into [master](https://codecov.io/gh/apache/superset/commit/8adc31d14c3b711cad6eb08a5223e06ef5fb723b?el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation) (8adc31d) will **decrease** coverage by `0.01%`.,-1
12075,> The diff coverage is `0.00%`.,0
12076,[![Impacted file tree graph](https://codecov.io/gh/apache/superset/pull/16482/graphs/tree.svg?width=650&height=150&src=pr&token=KsB0fHcx6l&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation)](https://codecov.io/gh/apache/superset/pull/16482?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation),0
12077,```diff,0
12078,@@            Coverage Diff             @@,0
12079,##           master   #16482      +/-   ##,0
12080,==========================================,0
12081,- Coverage   76.71%   76.69%   -0.02%     ,0
12082,==========================================,0
12083,  Files        1002     1002              ,0
12084,  Lines       53680    53690      +10     ,0
12085,  Branches     6852     6858       +6     ,0
12086,==========================================,0
12087,- Hits        41180    41178       -2     ,0
12088,- Misses      12263    12275      +12     ,0
12089,  Partials      237      237              ,0
12090,```,0
12091,| Flag | Coverage Δ | |,0
12092,|---|---|---|,0
12093,| javascript | `71.00% <0.00%> (-0.04%)` | :arrow_down: |,0
12094,Flags with carried forward coverage won't be shown. [Click here](https://docs.codecov.io/docs/carryforward-flags?utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#carryforward-flags-in-the-pull-request-comment) to find out more.,0
12095,| [Impacted Files](https://codecov.io/gh/apache/superset/pull/16482?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation) | Coverage Δ | |,0
12096,|---|---|---|,0
12097,| [...ols/DndColumnSelectControl/utils/optionSelector.ts](https://codecov.io/gh/apache/superset/pull/16482/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL2V4cGxvcmUvY29tcG9uZW50cy9jb250cm9scy9EbmRDb2x1bW5TZWxlY3RDb250cm9sL3V0aWxzL29wdGlvblNlbGVjdG9yLnRz) | `46.15% <0.00%> (ø)` | |,0
12098,| [superset-frontend/src/components/Select/Select.tsx](https://codecov.io/gh/apache/superset/pull/16482/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL2NvbXBvbmVudHMvU2VsZWN0L1NlbGVjdC50c3g=) | `73.42% <0.00%> (-1.36%)` | :arrow_down: |,1
12099,| [superset-frontend/src/chart/Chart.jsx](https://codecov.io/gh/apache/superset/pull/16482/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL2NoYXJ0L0NoYXJ0LmpzeA==) | `43.33% <0.00%> (-1.31%)` | :arrow_down: |,0
12100,| [superset-frontend/src/SqlLab/reducers/sqlLab.js](https://codecov.io/gh/apache/superset/pull/16482/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL1NxbExhYi9yZWR1Y2Vycy9zcWxMYWIuanM=) | `33.99% <0.00%> (-0.83%)` | :arrow_down: |,1
12101,| [...dashboard/components/SliceHeaderControls/index.tsx](https://codecov.io/gh/apache/superset/pull/16482/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL2Rhc2hib2FyZC9jb21wb25lbnRzL1NsaWNlSGVhZGVyQ29udHJvbHMvaW5kZXgudHN4) | `75.00% <0.00%> (ø)` | |,0
12102,------,0
12103,[Continue to review full report at Codecov](https://codecov.io/gh/apache/superset/pull/16482?src=pr&el=continue&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation).,0
12104,> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta?utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation),0
12105,"> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`",0
12106,> Powered by [Codecov](https://codecov.io/gh/apache/superset/pull/16482?src=pr&el=footer&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation). Last update [8adc31d...390b7ab](https://codecov.io/gh/apache/superset/pull/16482?src=pr&el=lastupdated&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments?utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation).,0
12107,ISSUE_INFO,0
12108,superset,0
12109,v1.3,0
12110,16492,0
12111,grafke,0
12112,2021-08-28T11:16:35Z,0
12113,2021-09-06T11:56:26Z,0
12114,not_pull_request,0
12115,"#bug,v1.3,",-1
12116,BEGIN_ISSUE,0
12117,Adding a new database does not work on Superset 1.3.0 (After an upgrade from 1.2.0),0
12118,Stacktrace:,0
12119,```Unable to load dialect <class 'sqlalchemy.dialects.mssql.adodbapi.MSDialect_adodbapi'>: type object 'MSDialect_adodbapi' has no attribute 'dbapi',0
12120,"2021-08-28 11:15:02,478:WARNING:superset.db_engine_specs:Unable to load dialect <class 'sqlalchemy.dialects.mssql.adodbapi.MSDialect_adodbapi'>: type object 'MSDialect_adodbapi' has no attribute 'dbapi'",0
12121,module 'sqlalchemy_clickhouse.base' has no attribute 'name',0
12122,Traceback (most recent call last):,-1
12123,"  File ""/usr/local/lib/python3.8/site-packages/flask/app.py"", line 1950, in full_dispatch_request",0
12124,    rv = self.dispatch_request(),0
12125,"  File ""/usr/local/lib/python3.8/site-packages/flask/app.py"", line 1936, in dispatch_request",0
12126,    return self.view_functions[rule.endpoint](**req.view_args),0
12127,"  File ""/usr/local/lib/python3.8/site-packages/flask_appbuilder/security/decorators.py"", line 67, in wraps",1
12128,"    return f(self, *args, **kwargs)",0
12129,"  File ""/usr/local/lib/python3.8/site-packages/superset/views/base_api.py"", line 85, in wraps",0
12130,    raise ex,0
12131,"  File ""/usr/local/lib/python3.8/site-packages/superset/views/base_api.py"", line 82, in wraps",0
12132,"    duration, response = time_function(f, self, *args, **kwargs)",0
12133,"  File ""/usr/local/lib/python3.8/site-packages/superset/utils/core.py"", line 1428, in time_function",0
12134,"    response = func(*args, **kwargs)",0
12135,"  File ""/usr/local/lib/python3.8/site-packages/superset/utils/log.py"", line 241, in wrapper",0
12136,"    value = f(*args, **kwargs)",1
12137,"  File ""/usr/local/lib/python3.8/site-packages/superset/databases/api.py"", line 923, in available",0
12138,"    for engine_spec, drivers in get_available_engine_specs().items():",0
12139,"  File ""/usr/local/lib/python3.8/site-packages/superset/db_engine_specs/__init__.py"", line 130, in get_available_engine_specs",0
12140,    backend = dialect.name,0
12141,AttributeError: module 'sqlalchemy_clickhouse.base' has no attribute 'name',0
12142,"2021-08-28 11:15:02,486:ERROR:superset.views.base:module 'sqlalchemy_clickhouse.base' has no attribute 'name'",-1
12143,Traceback (most recent call last):,-1
12144,"  File ""/usr/local/lib/python3.8/site-packages/flask/app.py"", line 1950, in full_dispatch_request",0
12145,    rv = self.dispatch_request(),0
12146,"  File ""/usr/local/lib/python3.8/site-packages/flask/app.py"", line 1936, in dispatch_request",0
12147,    return self.view_functions[rule.endpoint](**req.view_args),0
12148,"  File ""/usr/local/lib/python3.8/site-packages/flask_appbuilder/security/decorators.py"", line 67, in wraps",1
12149,"    return f(self, *args, **kwargs)",0
12150,"  File ""/usr/local/lib/python3.8/site-packages/superset/views/base_api.py"", line 85, in wraps",0
12151,    raise ex,0
12152,"  File ""/usr/local/lib/python3.8/site-packages/superset/views/base_api.py"", line 82, in wraps",0
12153,"    duration, response = time_function(f, self, *args, **kwargs)",0
12154,"  File ""/usr/local/lib/python3.8/site-packages/superset/utils/core.py"", line 1428, in time_function",0
12155,"    response = func(*args, **kwargs)",0
12156,"  File ""/usr/local/lib/python3.8/site-packages/superset/utils/log.py"", line 241, in wrapper",0
12157,"    value = f(*args, **kwargs)",1
12158,"  File ""/usr/local/lib/python3.8/site-packages/superset/databases/api.py"", line 923, in available",0
12159,"    for engine_spec, drivers in get_available_engine_specs().items():",0
12160,"  File ""/usr/local/lib/python3.8/site-packages/superset/db_engine_specs/__init__.py"", line 130, in get_available_engine_specs",0
12161,    backend = dialect.name,0
12162,AttributeError: module 'sqlalchemy_clickhouse.base' has no attribute 'name',0
12163,```,0
12164,### Expected results,0
12165,Ability to add new databases.,0
12166,### Actual results,0
12167,A call to /api/v1/database/available/ returns:,0
12168,"{""errors"": [{""message"": ""module 'sqlalchemy_clickhouse.base' has no attribute 'name'"", ""error_type"": ""GENERIC_BACKEND_ERROR"", ""level"": ""error"", ""extra"": {""issue_codes"": [{""code"": 1011, ""message"": ""Issue 1011 - Superset encountered an unexpected error.""}]}}]}",-1
12169,#### Screenshots,0
12170,"<img width=""1788"" alt=""image"" src=""https://user-images.githubusercontent.com/9698688/131216048-a17d2001-d733-45c5-9f69-2005381dbacd.png"">",0
12171,#### How to reproduce the bug,-1
12172,1. Go to /databaseview/list/,0
12173,2. Open developer console,0
12174,2. Click on + Database,0
12175,4. See error,-1
12176,### Environment,0
12177,(please complete the following information):,-1
12178,- superset version: 1.3.0,0
12179,- python version: 3.8.11,0
12180,- node.js version: 14,0
12181,#NAME?,0
12182,- sqlalchemy-clickhouse==0.1.5.post0,0
12183,- infi.clickhouse-orm==1.0.2,0
12184,### Checklist,0
12185,Make sure to follow these steps before submitting your issue - thank you!,1
12186,- [X] I have checked the superset logs for python stacktraces and included it here as text if there are any.,1
12187,- [X] I have reproduced the issue with at least the latest released version of superset.,1
12188,- [X] I have checked the issue tracker for the same issue and I haven't found one similar.,1
12189,### Quickfix,0
12190,"After removing the following libs, the +Database continues to work. However, superset 1.2.0 used to work with the same libs just fine.",1
12191,- sqlalchemy-clickhouse==0.1.5.post0,0
12192,- infi.clickhouse-orm==1.0.2,0
12193,COMMENT_INFO,0
12194,villebro,0
12195,2021-08-28T11:16:35Z,0
12196,BEGIN_COMMENT,0
12197,"Have you tried `clickhouse-sqlalchemy` You seem to be running `sqlalchemy-clickhouse` which some have said to not work as well, so switching the connector might help.",0
12198,COMMENT_INFO,0
12199,machzqcq,0
12200,2021-08-28T11:16:35Z,0
12201,BEGIN_COMMENT,0
12202,I can confirm that uninstalling `sqlalchemy-clickhouse` and installing `clickhouse-sqlalchemy` disappears the reported UI error. Tried on ubuntu 20.04. Here are the steps,-1
12203,```,0
12204,pip3 uninstall sqlalchemy-clickhouse,0
12205,pip3 install wheel. # if you get error on setup.py and not able to bdist_wheel ~ish,-1
12206,pip3 install clickhouse-sqlalchemy,0
12207,```,0
12208,COMMENT_INFO,0
12209,villebro,0
12210,2021-08-28T11:16:35Z,0
12211,BEGIN_COMMENT,0
12212,Thanks for confirming - closing,1
12213,COMMENT_INFO,0
12214,grafke,0
12215,2021-08-28T11:16:35Z,0
12216,BEGIN_COMMENT,0
12217,Thanks!,1
12218,ISSUE_INFO,0
12219,superset,0
12220,v1.3,0
12221,16515,0
12222,danielewood,0
12223,2021-08-31T02:33:31Z,0
12224,2021-08-31T04:48:51Z,0
12225,pull_request,0
12226,"size/XS,v1.3,",0
12227,BEGIN_ISSUE,0
12228,### SUMMARY,0
12229,snowflake-sqlalchemy 1.2.5 introduced breaking changes requiring sqlalchemy>=1.4.0. This PR pins the last working version of 1.2.4 until Superset migrates to sqlalchemy>=1.4.0 and updates the docs accordingly.,0
12230,Reference: https://github.com/snowflakedb/snowflake-sqlalchemy/issues/235,0
12231,### BEFORE/AFTER SCREENSHOTS OR ANIMATED GIF,0
12232,<!--- Skip this if not applicable -->,0
12233,### TESTING INSTRUCTIONS,0
12234,<!--- Required! What steps can be taken to manually verify the changes? -->,1
12235,### ADDITIONAL INFORMATION,0
12236,"<!--- Check any relevant boxes with ""x"" -->",1
12237,"<!--- HINT: Include ""Fixes #nnn"" if you are fixing an existing issue -->",1
12238,- [ ] Has associated issue:,0
12239,- [ ] Required feature flags:,0
12240,- [ ] Changes UI,0
12241,- [ ] Includes DB Migration (follow approval process in [SIP-59](https://github.com/apache/superset/issues/13351)),0
12242,"  - [ ] Migration is atomic, supports rollback & is backwards-compatible",1
12243,  - [ ] Confirm DB migration upgrade and downgrade tested,0
12244,  - [ ] Runtime estimates and downtime expectations provided,0
12245,- [ ] Introduces new feature or API,0
12246,- [ ] Removes existing feature or API,0
12247,COMMENT_INFO,0
12248,villebro,0
12249,2021-08-31T02:33:31Z,0
12250,BEGIN_COMMENT,0
12251,"Thanks for the fix @danielewood ! As SqlAlchemy 1.4 has been out for a while and seems to be gaining momentum, we should start preparing for upgrading to 1.4 shortly.",1
12252,ISSUE_INFO,0
12253,superset,0
12254,v1.3,0
12255,16526,0
12256,danielewood,0
12257,2021-08-31T14:59:56Z,0
12258,2021-08-31T22:18:55Z,0
12259,pull_request,0
12260,"size/XS,v1.3,",0
12261,BEGIN_ISSUE,0
12262,### SUMMARY,0
12263,Fixes mistake in #16515 ,-1
12264,### BEFORE/AFTER SCREENSHOTS OR ANIMATED GIF,0
12265,<!--- Skip this if not applicable -->,0
12266,### TESTING INSTRUCTIONS,0
12267,<!--- Required! What steps can be taken to manually verify the changes? -->,1
12268,### ADDITIONAL INFORMATION,0
12269,"<!--- Check any relevant boxes with ""x"" -->",1
12270,"<!--- HINT: Include ""Fixes #nnn"" if you are fixing an existing issue -->",1
12271,- [ ] Has associated issue:,0
12272,- [ ] Required feature flags:,0
12273,- [ ] Changes UI,0
12274,- [ ] Includes DB Migration (follow approval process in [SIP-59](https://github.com/apache/superset/issues/13351)),0
12275,"  - [ ] Migration is atomic, supports rollback & is backwards-compatible",1
