ID,Text,trinary result,source
1547, coco doesnt tweet anymore. viva la hole woman. dont let us down...again....,0,Twiiter_dataSet_Sentiment140
1548, come back,0,Twiiter_dataSet_Sentiment140
1549, computer overheatedd. I think i smell burning laptop...,-1,Twiiter_dataSet_Sentiment140
1550," computers not working , help help help",0,Twiiter_dataSet_Sentiment140
1551, concert later tonight!,1,Twiiter_dataSet_Sentiment140
1552," cool. Ew, I bought The Things They Carried on amazon &amp; it came like shit! &gt;=/ I cost me $10 &amp; its $14 new &gt;=/",1,Twiiter_dataSet_Sentiment140
1553, could be,0,Twiiter_dataSet_Sentiment140
1554, could not get to sync facebook and twitter,0,Twiiter_dataSet_Sentiment140
1555, Could Not Sleep If My Life Depended On It ):,-1,Twiiter_dataSet_Sentiment140
1556, couldn't find anything I wanted at Fry's that was within my budget.,0,Twiiter_dataSet_Sentiment140
1557," couples in public, slow love songs...  Im soo lonely ",1,Twiiter_dataSet_Sentiment140
1558," Covered in bug bites, man this blows.....  ",-1,Twiiter_dataSet_Sentiment140
1559, coz he's ,0,Twiiter_dataSet_Sentiment140
1560, cramps suck your mothers balls! *mentally screams* OUCH!,-1,Twiiter_dataSet_Sentiment140
1561, i hate this .. Goodnight.,-1,Twiiter_dataSet_Sentiment140
1562, i hate this part.,-1,Twiiter_dataSet_Sentiment140
1563, i hate thunder... i woke up really scared just now cus of it.,-1,Twiiter_dataSet_Sentiment140
1564," i hate when porn ppl follow me, what. time to delete stuff~",-1,Twiiter_dataSet_Sentiment140
1565, I have a brace and it hurts!!!!! now I am a braceface!!!!!,-1,Twiiter_dataSet_Sentiment140
1566, i have a buzz,0,Twiiter_dataSet_Sentiment140
1567, i have a headache!!!,-1,Twiiter_dataSet_Sentiment140
1568, i have already seen all the episodes of forensic files they are playing tonight.,1,Twiiter_dataSet_Sentiment140
1569, i have been having the worst cramps lately.,-1,Twiiter_dataSet_Sentiment140
1570," I have finally seen Clerks, from beginning to end and no TV swear-word editing (poor Jay! xD). I feel somehow fulfilled.",-1,Twiiter_dataSet_Sentiment140
1571, I have one big swollen ear...antibiotics again!,1,Twiiter_dataSet_Sentiment140
1572," I have such a problem with insomnia, went to bed at midnight and woke up at 3 am....",-1,Twiiter_dataSet_Sentiment140
1573, i have the cold ,-1,Twiiter_dataSet_Sentiment140
1574," i have to go into school tomorrow to sing, and babysit before that. when will i find time for the sims 3?! i'm going to cry!",-1,Twiiter_dataSet_Sentiment140
1575, I have to go to work.,0,Twiiter_dataSet_Sentiment140
1576, i have to piss.,-1,Twiiter_dataSet_Sentiment140
1577, I have to wait till next Tuesday to see star trek cause no one will go with me till then.  Friends suck.,-1,Twiiter_dataSet_Sentiment140
1578," i havent actually seen my bestfriend in maybe a month... My fault, i been so busy... And i miss her!",1,Twiiter_dataSet_Sentiment140
1579, I haven't been on Twitter all day thought I'd make some late twitters.,0,Twiiter_dataSet_Sentiment140
1580," i haven't checked it for a while, but sushi's memorial site seems down, can anyone else see it? http://cli.gs/sushi",0,Twiiter_dataSet_Sentiment140
1581, i hope everyone has a great day!,1,Twiiter_dataSet_Sentiment140
1582, i hope i dont have any weird brain problem or disease  i think ill be fine though. the nurse doesnt sound too worried.,-1,Twiiter_dataSet_Sentiment140
1583, i hope justice isnt mad at me,1,Twiiter_dataSet_Sentiment140
1584, I hope the RAPE GHOST doesn't get me.,-1,Twiiter_dataSet_Sentiment140
1585, I hope you find a great trousers,1,Twiiter_dataSet_Sentiment140
1586, I is to drunk to know if in a partht or what nor,-1,Twiiter_dataSet_Sentiment140
1587," i just ate some bad fruit, i think",0,Twiiter_dataSet_Sentiment140
1588, I just busted my ass in the kitchen and I'm wearin flats....grr stupid floor,-1,Twiiter_dataSet_Sentiment140
1589, i just got dumped by my boyfrnd  love  makayla,1,Twiiter_dataSet_Sentiment140
1590, I just got to my 500 tweet...... Do i get a prize? *sidebar* Cassidy...... Your NASTY! Why i gots to hear about your wide peen for? Smh,-1,Twiiter_dataSet_Sentiment140
1591, i just had a bug crawling on my leg. it scared me. but now its in a water bottle i found on my floor. hopefully it doesnt find a way out!,-1,Twiiter_dataSet_Sentiment140
1592, I just heard David Eddings died earlier this month,0,Twiiter_dataSet_Sentiment140
1593, I just hit my face on a box at work n scratched my cheek lol,1,Twiiter_dataSet_Sentiment140
1594, I just made a $1k principal payment on my student loans because I realized my monthly payments only go to interest. ):,-1,Twiiter_dataSet_Sentiment140
1595, i just need my snuggle buddy backkk,1,Twiiter_dataSet_Sentiment140
1596, i just poked myself in the face with a Goose feather from my pillow...,0,Twiiter_dataSet_Sentiment140
1597, I just restarted my iPod. I should've written down all my apps first.,0,Twiiter_dataSet_Sentiment140
1598,- I just saw one of the new Camaros &quot;in the wild&quot; for the first time! Cool. ,1,Twiiter_dataSet_Sentiment140
1599, i just sneezed with a strepsil in my mouth and nearly choked (n),-1,Twiiter_dataSet_Sentiment140
1600," I just waited so long for the finale of gossip girl to download, opened it up and it was the wrong one! They posted the wrong link! D:",-1,Twiiter_dataSet_Sentiment140
1601, I just wanna curl up and go back to bed!,1,Twiiter_dataSet_Sentiment140
1602, I just wanna swim some laps but all the lanes are taken! This sucks.,-1,Twiiter_dataSet_Sentiment140
1603, can't get it off my mind... &lt;/3,0,Twiiter_dataSet_Sentiment140
1604, can't get my free haircut today... next week i guess,0,Twiiter_dataSet_Sentiment140
1605," Can't get my hands on a copy of Cap #600 until at least Thursday. Actively avoiding spoilers, bought Deadpool to cheer me up instead",-1,Twiiter_dataSet_Sentiment140
1606, can't hear the reds game in the tunnel.,0,Twiiter_dataSet_Sentiment140
1607, can't sleep again,0,Twiiter_dataSet_Sentiment140
1608, Can't sleep and have an exam tomorrow Oh No!,1,Twiiter_dataSet_Sentiment140
1609, Can't sleep.  Watching Royal Pains.  Impressed. - http://royalpains.usanetwork.com/,1,Twiiter_dataSet_Sentiment140
1610," can't sleep. But oh well, half my headache is gone.",-1,Twiiter_dataSet_Sentiment140
1611, can't sleep. Have to be up at 6 in the am. Boo!  Go to sleep flor!!,1,Twiiter_dataSet_Sentiment140
1612, can't wait to come home!,1,Twiiter_dataSet_Sentiment140
1613, cant wait to see eric and lauras house ,0,Twiiter_dataSet_Sentiment140
1614, Cardinals lost...AGAIN!,1,Twiiter_dataSet_Sentiment140
1615,#NAME?,-1,Twiiter_dataSet_Sentiment140
1616,- Catching up on some work! looking forward to going out 2night ,1,Twiiter_dataSet_Sentiment140
1617," Cavs fizzled, tribe burnt by Yankees. Not a happy day for Cleveland. #fb",-1,Twiiter_dataSet_Sentiment140
1618, Cavs lost!!!!! WHY!!!! Magic will lose easily though,-1,Twiiter_dataSet_Sentiment140
1619, cheer up shan.,1,Twiiter_dataSet_Sentiment140
1620, chili's doesn't do the awesome blossom any more.,1,Twiiter_dataSet_Sentiment140
1621, Class is boring,-1,Twiiter_dataSet_Sentiment140
1622, cleansed my face &amp;was reminded y I'm a winter not a summer ! I hate the sun . My face is so sore ! My everything is so sore ! ,-1,Twiiter_dataSet_Sentiment140
1623,--- click on my name &amp; go look at my profile ,0,Twiiter_dataSet_Sentiment140
1624," Climate Progress, MIT doubles its 2095 warming projection to 10ï¿½F ï¿½ with 866 ppm and Arctic warming of 20ï¿½F ( http://bit.ly/kdlvw )",0,Twiiter_dataSet_Sentiment140
1625," clouds rolling in, hard to believe I got a little sunburned today..",0,Twiiter_dataSet_Sentiment140
1626,- Clumsy 'ol me left an awful scratch scar on my nose while attempting to adjust the googles and freestyling at the same time. ,-1,Twiiter_dataSet_Sentiment140
1627, cocoa pebbles at midnight. xD,1,Twiiter_dataSet_Sentiment140
1628," college is over, I have now cleared and handed in my student card  uni to look forward to and enjoying the summer months",1,Twiiter_dataSet_Sentiment140
1629, Collingwood are playing shiteeeeeeeee atm. Comeee on boysssss!,-1,Twiiter_dataSet_Sentiment140
1630, Columbus Crew,0,Twiiter_dataSet_Sentiment140
1631, come on AppStore Approval. its been almost 18 hrs :p lol,1,Twiiter_dataSet_Sentiment140
1632, comfort foods shall be the death of me - there is dire need of eating less chocolate cake n getting more beauty sleep!,1,Twiiter_dataSet_Sentiment140
1633, company is offering 2nd round of VSS RIF!,1,Twiiter_dataSet_Sentiment140
1634, Completo. Just as the bell rings,0,Twiiter_dataSet_Sentiment140
1635, confused....,-1,Twiiter_dataSet_Sentiment140
1636, coolness  http://yfrog.com/06atmfj,-1,Twiiter_dataSet_Sentiment140
1637, couldnt go with ashley,0,Twiiter_dataSet_Sentiment140
1638, cousin not coming because of her senior project which isnt due for another fing 2 weeks &amp; its just an art project..ridiculous!!!,-1,Twiiter_dataSet_Sentiment140
1639, cracker night! Dinner at tgi Fridays and the cinema  it's gonna be good to awake up without a hangover 2mrw tattoo 2mrw?!,-1,Twiiter_dataSet_Sentiment140
1640, craig's a cokehead,0,Twiiter_dataSet_Sentiment140
1641," crap day - feel sick and my phone has the battery life of, well, um, something with a miniscule life...",-1,Twiiter_dataSet_Sentiment140
1642," Currently getting dressed for ballet. Yes I am sitting here in a leotard, so what? Hahaa, I'm freezing...",1,Twiiter_dataSet_Sentiment140
1643, da baby sleep now my gosh now its time 4 me 2 get sum rest b4 she gets up around 10am =(,-1,Twiiter_dataSet_Sentiment140
1644, dad is leaving and wont be back til the wedding.,0,Twiiter_dataSet_Sentiment140
1645, dad left for turkey already,0,Twiiter_dataSet_Sentiment140
1646," daddy passed away june 13, 2009",0,Twiiter_dataSet_Sentiment140
1647," dag just when i decide to throw that freak em dress on, my most expensive get em heels &amp; my fox lashes.. didda sys zzzz.. wtf",-1,Twiiter_dataSet_Sentiment140
1648, cramps. FUCK YOU. ugh asdfghjkl; in so much pain right now. I should go eat a banana. http://tumblr.com/xzr1wz7ez,-1,Twiiter_dataSet_Sentiment140
1649, CUBASE IS WORKING OH MY GOD,0,Twiiter_dataSet_Sentiment140
1650,#NAME?,-1,Twiiter_dataSet_Sentiment140
1651,-- currently at tajur. Boo boo I'm hungweey ,0,Twiiter_dataSet_Sentiment140
1652, Currently enjoying the tonight show... I've missed my Conan&lt;3,1,Twiiter_dataSet_Sentiment140
1653, cuz frankie is going swimming....,0,Twiiter_dataSet_Sentiment140
1654, D: :S &gt;.&lt; ?????????? WHAT??? ;_;&lt;/3,-1,Twiiter_dataSet_Sentiment140
1655, dads in the hosptal (stupid bees),-1,Twiiter_dataSet_Sentiment140
1656," Dammit, my card didn't have enough money on it after all, which is why the DT deluxe box set was rejected. Now I have to get it again.",-1,Twiiter_dataSet_Sentiment140
1657,#NAME?,0,Twiiter_dataSet_Sentiment140
1658, damn it twitter UPDATE ME!!!,-1,Twiiter_dataSet_Sentiment140
1659, damn thuderstorms woke me up.. wish my bebe was here with me. I love you RICHARD,1,Twiiter_dataSet_Sentiment140
1660, Dancing no more tonight. I'm EXHAUSTED. ,-1,Twiiter_dataSet_Sentiment140
1661, dang i feel like shit and those &quot;Above the Influence&quot; commercials really grind my gears.,-1,Twiiter_dataSet_Sentiment140
1662,-- Daniel Powter Bad day http://bit.ly/ezAuU   i m NOT at COLDPLAY 2-nite in NASH...,-1,Twiiter_dataSet_Sentiment140
1663," darn i just found out im getting one of my tooth pulled out tomorrow, its gonna hurt so bad im guessing.((",-1,Twiiter_dataSet_Sentiment140
1664,-- darn. I forgot to bring a fork to work today...now I'm eating my salad with coffee sticks. ,-1,Twiiter_dataSet_Sentiment140
1665, David Eddings is dead. I hope he died believing he'd gotten that one story finally told.,-1,Twiiter_dataSet_Sentiment140
1666, David Tennant is dating again. I thought he was saving himself for me. When will I meet some tall dark Scotsman to romance me?,1,Twiiter_dataSet_Sentiment140
1667," Dear all, had to restore my computer and I have lost everything. Show delayed until I can get things back together.",1,Twiiter_dataSet_Sentiment140
1668, def feelin a way. Jus found out a guy my lil brother grew up wit died. Niggas shot him at a party. 19 n gone.. Smh.. Stop the violence,-1,Twiiter_dataSet_Sentiment140
1669," demi is going on tour, taylor is going tour, miley is going on tour, &amp; jonas brothers are going on tour, with the guy i think i &lt;3. : ...",0,Twiiter_dataSet_Sentiment140
1670, Demi lovato is comming to london so is miley YAY! you lot will see me there trustttt mee still want to know what time itunes gig starts,1,Twiiter_dataSet_Sentiment140
1671," dentist later, I'm hoping it's my teeth plates and nothing as NASTY as last time...",-1,Twiiter_dataSet_Sentiment140
1672," designing away for #f3s - homepage, match stats, league tables, private games and more - previews coming soon (:",1,Twiiter_dataSet_Sentiment140
1673, did God give up on us?!,1,Twiiter_dataSet_Sentiment140
1674, did I miss the hov track. smh I see mad twits about the hov shit.,-1,Twiiter_dataSet_Sentiment140
1675, did you guys hear about the airplane crash? Scary.,-1,Twiiter_dataSet_Sentiment140
1676, Didn't bring connector for camera on trip...saving new photos will have to wait another week...,0,Twiiter_dataSet_Sentiment140
1677, Didnt calld Dad,0,Twiiter_dataSet_Sentiment140
1678, Didn't do so well on the job today. Made $78. But I learned some valuable skills at the field manager meeting today!,1,Twiiter_dataSet_Sentiment140
1679, didn't get an award but i did get recognized by all the seniors. They said that they are going to watch the plays because of me ,1,Twiiter_dataSet_Sentiment140
1680, didn't get my halo-halo but instead have an udon soup to go.,0,Twiiter_dataSet_Sentiment140
1681," didn't get to meet bachmann, but her young texan intern filled my quest for crazy...",-1,Twiiter_dataSet_Sentiment140
1682, didnt sticth today cos was reading on wattpad LOL,1,Twiiter_dataSet_Sentiment140
1683, did't have proper food from morning on...  Liquid diet... Citrus in breakfast &amp; apple shake in lunch... missing home food,-1,Twiiter_dataSet_Sentiment140
1684, i just want my compositions back. i was going to work on a waltz/lullaby. stupid gremlins.,-1,Twiiter_dataSet_Sentiment140
1685," I just woke up but I wanna go back to sleep, someone keep me up lol.",1,Twiiter_dataSet_Sentiment140
1686, I keep getting errors on iPhone and it saves okay online but I see nothing,-1,Twiiter_dataSet_Sentiment140
1687, I know I know,0,Twiiter_dataSet_Sentiment140
1688, i know it could've been a lot worse. But a broken ankle is still enough to worry me.,-1,Twiiter_dataSet_Sentiment140
1689, I like the emo boy in hollyoaks /sad,-1,Twiiter_dataSet_Sentiment140
1690, I look like a freakshow!! The beautician waxed my eyebrows into oblivion!!,1,Twiiter_dataSet_Sentiment140
1691, i look so beautiful today lol(in my dreams) and yet there is nobody around who wants to do anything ,1,Twiiter_dataSet_Sentiment140
1692, i lost my 021 charger last night ,-1,Twiiter_dataSet_Sentiment140
1693, i lost my book while i was sleeping. who does that?!,1,Twiiter_dataSet_Sentiment140
1694, I lost two kids at Youth Group tonight. No joke.,1,Twiiter_dataSet_Sentiment140
1695, I love Dirk and his 44 points from tonight. Now if he could only realize he was meant to be with me..,1,Twiiter_dataSet_Sentiment140
1696," I love him, and now, we're not even friends&lt;\3",1,Twiiter_dataSet_Sentiment140
1697, i love my friends. And cant wait for church tomorrow!!!!!! Im up. Up. Up. Right now. This happens frequently.,1,Twiiter_dataSet_Sentiment140
1698, i love my momma &lt;3,1,Twiiter_dataSet_Sentiment140
1699, i LOVE shortsTack! (Especially Shaun!!hehe) But(bradie &amp;andy r gorgeous too!!!,1,Twiiter_dataSet_Sentiment140
1700, I love talking to you. Even if its simple words.,1,Twiiter_dataSet_Sentiment140
1701, I love the download fest.,1,Twiiter_dataSet_Sentiment140
1702,#NAME?,1,Twiiter_dataSet_Sentiment140
1703, i loved the new calf,1,Twiiter_dataSet_Sentiment140
1704, I make nonsense jokes that make pain to others....,-1,Twiiter_dataSet_Sentiment140
1705," i may have diabites i cant spell it but yeah , fuck !! ttoally scared now , my body if fucked , soo fuckign annoying !!",-1,Twiiter_dataSet_Sentiment140
1706," I may not get to keep my engagement ring.. may have to switch it... not fair, bc I want THAT ring.. oh well. ily Sparkle Puff.",0,Twiiter_dataSet_Sentiment140
1707, i miss bby V....want to see her NOW!,-1,Twiiter_dataSet_Sentiment140
1708, I miss Direct TV...I could be watching the Cake Boss now or already watched it...,-1,Twiiter_dataSet_Sentiment140
1709, i miss guild wars... i still haven't touched the most recent one. it's just sitting on my desk. skylar alanine will get some action soon,-1,Twiiter_dataSet_Sentiment140
1710, I miss kelli. But I'm glad she's having fun  fun saturday night  goodnight. I miss jeffy.,-1,Twiiter_dataSet_Sentiment140
1711, i miss my boys....,-1,Twiiter_dataSet_Sentiment140
1712, I miss my brycey alreadt... oside bound.,-1,Twiiter_dataSet_Sentiment140
1713, I miss my cell phone ,-1,Twiiter_dataSet_Sentiment140
1714, I miss my friends,-1,Twiiter_dataSet_Sentiment140
1715, i miss my leddy boo...,-1,Twiiter_dataSet_Sentiment140
1716, i miss the days when i was the starfish to his sponge,-1,Twiiter_dataSet_Sentiment140
1717, I miss us! Miss the old times with the guyz ,1,Twiiter_dataSet_Sentiment140
1718, I miss you.Where are you? D:,-1,Twiiter_dataSet_Sentiment140
1719, I need a hug,1,Twiiter_dataSet_Sentiment140
1720, I need a money,0,Twiiter_dataSet_Sentiment140
1721, I need a new Ipod!! This freaking thing won't Sync anymore!!! Anywho......Hoping the Magics make a run for the W!!!,-1,Twiiter_dataSet_Sentiment140
1722," I NEED A PHONE....MISSIN DA CRACKBERRY RITE NOW, SOMEBODY HELP ME PLEASE!!",1,Twiiter_dataSet_Sentiment140
1723," i need followers-If you want Satellite TV on your pc, check this site  See http://bit.ly/SuSvGu",0,Twiiter_dataSet_Sentiment140
1724, I need ktv!,1,Twiiter_dataSet_Sentiment140
1725, I need my car fixed,0,Twiiter_dataSet_Sentiment140
1726, I need someone to comfort me,1,Twiiter_dataSet_Sentiment140
1727," I need study a lot, tommorow 2 tests: in music and physics, oh, and also art homework! Hmm... I think, that I will make optical illusion!",1,Twiiter_dataSet_Sentiment140
1728, I need you more than you need me...and this hurts Paige.,-1,Twiiter_dataSet_Sentiment140
1729, i neva knew gettin an internship was this unpredictable,0,Twiiter_dataSet_Sentiment140
1730, did't have proper food from morning on... Liquid diet... Citrus in breakfast &amp; apple shake in lunch...,-1,Twiiter_dataSet_Sentiment140
1731, Diego makes Tori sad that she FAILS ! Anti-depressant pills ftw. NOT!,-1,Twiiter_dataSet_Sentiment140
1732, Disneyland was great! ... Got to go and pick up the kitties in a minute ... ?,1,Twiiter_dataSet_Sentiment140
1733, Dodgers are doing good today. ^3  6-0 Dodgers 2 outs,1,Twiiter_dataSet_Sentiment140
1734,- doesn`t have a phone. ,0,Twiiter_dataSet_Sentiment140
1735, Doing my Chem 16 Pre-lab. (,0,Twiiter_dataSet_Sentiment140
1736," done with benjamin button, what a beautiful movie. Sleeping, dreaming of my wife. Hopefully go over her house early tomorrow&lt;3",1,Twiiter_dataSet_Sentiment140
1737, don't feel like cooking...,1,Twiiter_dataSet_Sentiment140
1738, dont get to see my boys tomorroww.im sad,-1,Twiiter_dataSet_Sentiment140
1739," dont let me down, mighty tkt booking portal...",0,Twiiter_dataSet_Sentiment140
1740,"- don't you hate it when you iPhone battery dies on you, and the nearest charge is 15 miles away ",-1,Twiiter_dataSet_Sentiment140
1741, DOU GUYZ EVEN C ME HERE!?!?!?!?,1,Twiiter_dataSet_Sentiment140
1742," down, nite.",0,Twiiter_dataSet_Sentiment140
1743, dreams do come true.,1,Twiiter_dataSet_Sentiment140
1744, driving to school without justin texting me.. What a lonely morning,-1,Twiiter_dataSet_Sentiment140
1745, dumb kyle i @him but doesnt have me on his updates,-1,Twiiter_dataSet_Sentiment140
1746, eatin cereal,0,Twiiter_dataSet_Sentiment140
1747, eating food! hahaha,1,Twiiter_dataSet_Sentiment140
1748, eeep i love her. so glad she's around.... hannahh! you said you'd text you never didd!,1,Twiiter_dataSet_Sentiment140
1749, ehhh startin to think this is not for me,1,Twiiter_dataSet_Sentiment140
1750, Either my Video Card died or my DVI cord went down the drain...,0,Twiiter_dataSet_Sentiment140
1751, English tomorrow. *breaks down*,0,Twiiter_dataSet_Sentiment140
1752," english, bummer...",0,Twiiter_dataSet_Sentiment140
1753, enjoying my last days of summer &gt;sigh&lt;,1,Twiiter_dataSet_Sentiment140
1754, equals sad. In case you were wondering.,-1,Twiiter_dataSet_Sentiment140
1755,"-- err y am i still awake ? my birthday is june 24th woo hoo  , than BET awards june 28, than vegas july 2-5!",1,Twiiter_dataSet_Sentiment140
1756, eurgh  silly sick. silly cold. silly tired. needs her stuff back!,-1,Twiiter_dataSet_Sentiment140
1757, even the hoff can't bandaid the scar left by diversity winning and not the father son dancey team.,-1,Twiiter_dataSet_Sentiment140
1758, Every boy...Ive never met anyone as cold as them  Well some boys,-1,Twiiter_dataSet_Sentiment140
1759," every number, bbm pin, and text message is gone from my phone...its empty. I'm about to cry...smh http://myloc.me/5dMB",-1,Twiiter_dataSet_Sentiment140
1760, Everybody Hates Vinde.,0,Twiiter_dataSet_Sentiment140
1761, everyone from home is going to the beach today &amp; I'm stuck in philly,0,Twiiter_dataSet_Sentiment140
1762, everyone hates canada! No @Mileycyrus and no @mitchelmusso who wants to road trip to fargo to see @mitchelmusso cause i sure am!,-1,Twiiter_dataSet_Sentiment140
1763, everyones going on holiday and im left on my loansome for like the 5 year in a row :'( tis crap to be soo skint stuck in shitty scotland,-1,Twiiter_dataSet_Sentiment140
1764, exams how i hate exams in the summer ! its not fun not at all !! BEACH i miss you !&lt;3,-1,Twiiter_dataSet_Sentiment140
1765,- excited for toms shopping ! ,1,Twiiter_dataSet_Sentiment140
1766, faster faster show on 16th in Brunswick,0,Twiiter_dataSet_Sentiment140
1767, fed up and upset. i need some good nosh down me and a cuddle from a lovely boy with messy hair please. i need a night out too..,-1,Twiiter_dataSet_Sentiment140
1768, Feddy won! Woop woop! Must compose myself now in preparation pour le finale d'Apprentice later. WAY too much excitement for one day!,1,Twiiter_dataSet_Sentiment140
1769, feeling a little under the weather today.,0,Twiiter_dataSet_Sentiment140
1770, Feels like a giggly school girl!,1,Twiiter_dataSet_Sentiment140
1771, Fifa ticketing just times out. Seems like my 2010 ticket chances are getting less and less...,1,Twiiter_dataSet_Sentiment140
1772," film not on till 7:45, will have to hold out for 2 hours, i'll fix some tea and then go to pops for an hour",0,Twiiter_dataSet_Sentiment140
1773, damn it.,-1,Twiiter_dataSet_Sentiment140
1774,- damn watchin Spidey Man 3  ::tears:: it touched my soul lol,-1,Twiiter_dataSet_Sentiment140
1775, damn wendy's commerical got that damn song in my head.,-1,Twiiter_dataSet_Sentiment140
1776, damn you mobbing deep,-1,Twiiter_dataSet_Sentiment140
1777," Damn, I missed Kindergarden Cop on showtime, I'll have to catch the replay later. &lt;3 that movie",-1,Twiiter_dataSet_Sentiment140
1778," damn, Kayley doesn't get to meet Robin.",-1,Twiiter_dataSet_Sentiment140
1779, Damn. This kinda sucks more than i thought it would. Probably not gonna sleep.,-1,Twiiter_dataSet_Sentiment140
1780, damn...I miss you...,-1,Twiiter_dataSet_Sentiment140
1781, dance flick was hilariouss!!!,1,Twiiter_dataSet_Sentiment140
1782," dancin todayyy , dont wanna , and its lush weather in flippin wales, and im spending it inside :'(",-1,Twiiter_dataSet_Sentiment140
1783,- dark angel is so cool. its unfair. i'm gonna go cut myself now ,-1,Twiiter_dataSet_Sentiment140
1784, David must be hospitalized for five days end of July (palatine tonsils).,0,Twiiter_dataSet_Sentiment140
1785, dear driay LOL emo kid god this so brings back merions ha year 6,1,Twiiter_dataSet_Sentiment140
1786, dear GOD...,1,Twiiter_dataSet_Sentiment140
1787, Delivery from Aussie Farmers didn't work. The pity of living in a big apartment complex. Wished I had a house to use their services.,-1,Twiiter_dataSet_Sentiment140
1788, Design with humor. Escape key on the run!-- http://ow.ly/3dfT,1,Twiiter_dataSet_Sentiment140
1789," despite my last tweet, I'm having a fantasticly sunny day (=",1,Twiiter_dataSet_Sentiment140
1790, destiney is out. though megan is still my favourite,1,Twiiter_dataSet_Sentiment140
1791, Detroit won the first game with a score of 3-1. Red Wings lead series 1-0. ! ,0,Twiiter_dataSet_Sentiment140
1792," devistated, You'll forever be in my heart Joshua. Shine on soldier. I can't believe this.",0,Twiiter_dataSet_Sentiment140
1793, did not win my w and y tix...i am determined... excited for tonight yardhouse with my favesss... ONE WEEK!!!!!!,1,Twiiter_dataSet_Sentiment140
1794, dident die from the tornado ohh well lolâ™¥,0,Twiiter_dataSet_Sentiment140
1795, didn't realize this was happing. sighed and it went all over. so much angst that i sigh blood. http://tinyurl.com/kt2fm4,1,Twiiter_dataSet_Sentiment140
1796, dis aint gud a heatstroke! ,1,Twiiter_dataSet_Sentiment140
1797, disappointed the Cavs...,-1,Twiiter_dataSet_Sentiment140
1798, discussing the importance of ed westwick &amp; chace crawford with mia.,0,Twiiter_dataSet_Sentiment140
1799, disneyland fireworks!,1,Twiiter_dataSet_Sentiment140
1800,#NAME?,-1,Twiiter_dataSet_Sentiment140
1801, does any1 know wut time its sposed to rain?,0,Twiiter_dataSet_Sentiment140
1802, Does anyone know how to treat a bug bite on a dog?,-1,Twiiter_dataSet_Sentiment140
1803, does neone know what is the exact procedure of getting a DS 2019 issued ..and whether it costs for a summer intern ?,0,Twiiter_dataSet_Sentiment140
1804, doesn't have contacts on &amp; can't see ='(,0,Twiiter_dataSet_Sentiment140
1805, Doesn't know what to eat! What would you eat on very sensitive stomach after being sick?,-1,Twiiter_dataSet_Sentiment140
1806, don't ask... and if u do you will regret it alot,-1,Twiiter_dataSet_Sentiment140
1807, don't feel good,1,Twiiter_dataSet_Sentiment140
1808, dont go i got luv for my 100th follower lol @rashagirl28,1,Twiiter_dataSet_Sentiment140
1809, Don't hope. You'll be disappointed,-1,Twiiter_dataSet_Sentiment140
1810, dont know how im goin to go on. i cannot sleep. i keep thinking of her... ,0,Twiiter_dataSet_Sentiment140
1811, don't know why I bother,-1,Twiiter_dataSet_Sentiment140
1812, don't make fun of a concerned friend!,1,Twiiter_dataSet_Sentiment140
1813, don't wanna think about cheating  my bf is going to Vegas this weekend. I decided not to go! ,-1,Twiiter_dataSet_Sentiment140
1814,-- don't want to do all the housework tonight! ,1,Twiiter_dataSet_Sentiment140
1815, Dream house!,1,Twiiter_dataSet_Sentiment140
1816," Dropping my mom off at the airport, then distracting myself from being sad with museum hopping in LA!",-1,Twiiter_dataSet_Sentiment140
1817, Dt exam tomo .... Doing revsion now  !,1,Twiiter_dataSet_Sentiment140
1818," i never get direct messages.. must not be exciting, hm? xD",1,Twiiter_dataSet_Sentiment140
1819, i no feels good today,1,Twiiter_dataSet_Sentiment140
1820, I now remember why Ms. Janet Jackson is in my top 3.,0,Twiiter_dataSet_Sentiment140
1821, I only wanted him to wish me happy birthday.. So much for remembering. Its called facebook these days.,1,Twiiter_dataSet_Sentiment140
1822, i oove you. bahaa,0,Twiiter_dataSet_Sentiment140
1823,#NAME?,0,Twiiter_dataSet_Sentiment140
1824, I really hope Peter Facinelli wins his bet......,1,Twiiter_dataSet_Sentiment140
1825, I really wanna go home. I HATE working late!,-1,Twiiter_dataSet_Sentiment140
1826, i really wish i could have kept that kitten.... someone just picked it up. It will have a good home with no mean cat hissing at it ,1,Twiiter_dataSet_Sentiment140
1827, i sat on my chocolate truffles.... so much for saving them for to night *tear,-1,Twiiter_dataSet_Sentiment140
1828, i see how it is,0,Twiiter_dataSet_Sentiment140
1829, i should have picked that dog up! Oh no  someone go on the freeway off near bob hope and rescue the cute black dog,1,Twiiter_dataSet_Sentiment140
1830," I Shouldn't Have Came! Its Not The Same Without My Best Friend @TootsiiePop ...  I'm 4Real Y'all, I Miss My Sista.! I'm Bouta Cry ",1,Twiiter_dataSet_Sentiment140
1831, I shouldn't miss you. &gt;_&lt;,-1,Twiiter_dataSet_Sentiment140
1832, I slept for maybe an hour or two...even though i tried so hard to fall asleep cause i need my rest.,0,Twiiter_dataSet_Sentiment140
1833, i so don't like going to the dentist,-1,Twiiter_dataSet_Sentiment140
1834," I Still Cant Find My Phone , And I Cant Call It , Cause Its Dead",0,Twiiter_dataSet_Sentiment140
